Id,Name,Shape Library,Page ID,Contained By,Group,Line Source,Line Destination,Source Arrow,Destination Arrow,Status,Text Area 1,Text Area 2,Text Area 3,Text Area 4,Text Area 5,Text Area 6,Text Area 7,Text Area 8,Text Area 9,Text Area 10,Text Area 11,Text Area 12,Text Area 13,Text Area 14,Text Area 15,Text Area 16,Text Area 17,Text Area 18,Text Area 19,Text Area 20,Text Area 21,Text Area 22,Text Area 23,Text Area 24,Text Area 25,Text Area 26,Text Area 27,Text Area 28,Text Area 29,Text Area 30,Text Area 31,Text Area 32,Text Area 33,Text Area 34,Text Area 35,Text Area 36,Text Area 37,Text Area 38,Text Area 39,Text Area 40,Text Area 41,Text Area 42,Text Area 43,Text Area 44,Text Area 45,Text Area 46,Text Area 47,Text Area 48,Text Area 49,Text Area 50,Text Area 51,Text Area 52,Text Area 53,Text Area 54,Text Area 55,Text Area 56,Text Area 57,Text Area 58,Text Area 59,Text Area 60,Text Area 61,Text Area 62,Text Area 63,Text Area 64,Text Area 65,Text Area 66,Text Area 67,Text Area 68,Text Area 69,Text Area 70,Text Area 71,Text Area 72,Text Area 73,Text Area 74,Text Area 75,Text Area 76,Text Area 77,Text Area 78,Text Area 79,Text Area 80,Text Area 81,Text Area 82,Text Area 83,Text Area 84,Text Area 85,Text Area 86,Text Area 87,Text Area 88,Text Area 89,Text Area 90,Text Area 91,Text Area 92,Text Area 93,Text Area 94,Text Area 95,Text Area 96,Notes,Shape ID,property 1,SpreadsheetColumnParentKey,SpreadsheetRowParentKey
539,Decision,Flowchart Shapes/Containers,2,495,,,,,,,Data Validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmnw7v31_K,,,
540,Process,Flowchart Shapes/Containers,2,495,,,,,,,Mail to Big Basket for revised PO or PO cancellation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmUEH.9mdY,,,
541,Process,Flowchart Shapes/Containers,2,495,,,,,,,Prepare Sale order in ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm-SeRgXxY,,,
542,Sticky note,Sticky Notes,2,495,,,,,,,"Run ""Sale order (fixed Qty)"" in ERP
Click ""New""
Voucher Name ""Big Basket""
Enter Customer Name
Customer Name is state-wise in ERP
Shipping address is created in ERP for each location
Enter Customer PO number in ""Customer Order Field""
Go to Billing to Info
Customer shipping address
Check ""Billing address same as Shipping address"" except where Bill to Ship to model.
Go to Item Info
Copy paste each item's EAN
Enter Qty
Enter the rate as mentioned in PO. (which was verified in earlier steps)
Go to Stat Info
Select NG tax Template_1
Click Save.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmlSkfHIkM,,,
543,Process,Flowchart Shapes/Containers,2,492,,,,,,,"Add data in ""Pan Outward Sheet""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmgjO6nxPk,,,
544,Terminator,Flowchart Shapes/Containers,2,496,,,,,,,Prepare Draft Sale order in ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmWfBWR~Nd,,,
545,Decision,Flowchart Shapes/Containers,2,496,,,,,,,Is PO Same as SO already made in ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmzHxFvP8S,,,
546,Process,Flowchart Shapes/Containers,2,496,,,,,,,Enter the PO number in Draft SO by editing SO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmTVxvOcnC,,,
547,Process,Flowchart Shapes/Containers,2,496,,,,,,,RCA and will ask them to resolve the issue and provide similar PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm_hpg.liD,,,
548,Process,Flowchart Shapes/Containers,2,496,,,,,,,Authorise SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm8atVM8ew,,,
549,User Image,User Images,2,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmbqFN3gat,,,
550,User Image,User Images,2,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm819xkCiL,,,
551,Sticky note,Sticky Notes,2,496,,,,,,,"This is will Contain One PO number for each region.
For eg - PO -99934 is of west. It will contain PO for all store which are in west location.
We should make PO location wise.
So, there may be many SO's against single purchase order.
Example shown below.
First Screenshort is first page of the PO
Second screenshot showing gap between two tables which is separating a Items/qty of of one location to another. However, the PO number would be same for all location which is in first image.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmdV7i_tVB,,,
552,Sticky note,Sticky Notes,2,496,,,,,,,"Open Sale Order (fixed Qty)
Click authorise
Search SO
Tick the SO that need to be authorise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmNhf_H6ET,,,
553,Process,Flowchart Shapes/Containers,2,496,,,,,,,Enter details in PAN India Outward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm7ZE-53C-,,,
554,User Image,User Images,2,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmSv1E_wYA,,,
555,Rectangle container,Flowchart Shapes/Containers,2,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWme9H2WlPM,,,
556,Rectangle container,Flowchart Shapes/Containers,2,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmmAj.5PdU,,,
557,Sticky note,Sticky Notes,2,496,,,,,,,"PO Number
PO Qty
PO Date
PO Expiry date",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmtQbaemiY,,,
558,Process,Flowchart Shapes/Containers,2,496,,,,,,,Enter details in PAN India Outward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmkkYgTzpn,,,
559,Sticky note,Sticky Notes,2,496,,,,,,,"Run ""Sale order (fixed Qty)"" in ERP
Click ""New""
Voucher Name ""HomeCenter""
Enter Customer Name
Customer Name is store-wise in ERP
Use Store code mention
Can refer location detail for ERP name of this store customer name.
Go to Item Info
Enter Item Name (CTRL+F) to find
Can search item through Part No. column that contain EAN code.
Enter Qty
Apply discount%
Go to Stat Info
In case of Tax - Select NG tax Template_1
In case of Tax - Select Gross Total
Click Save.
Note :- We have made this SO without receiving the PO from customer.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmFu_DQGqa,,,
560,Sticky note,Sticky Notes,2,496,,,,,,,"Enter Sales channel
Plant/Nonplant
order type - Sale order
PO qty
SO Date
SO number
SO Qty
Delivery destination
Appointment date
Appointment time if any. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmADQOIg9J,,,
561,SparkFrameBlock,Lucidspark Shapes,2,,,,,,,,Shopper Stop O2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmzBrnz.QN,,,
562,Process,Flowchart Shapes/Containers,2,561,,,,,,,Shopper Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmpNpGE68A,,,
563,Process,Flowchart Shapes/Containers,2,561,,,,,,,Prepare Expected PO/SO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm18K~ag2a,,,
564,Process,Flowchart Shapes/Containers,2,561,,,,,,,Send mail seeking an Purchase Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm719Ns.~w,,,
565,Process,Flowchart Shapes/Containers,2,561,,,,,,,Receive Actual PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmwrhYD~gQ,,,
566,Sticky note,Sticky Notes,2,561,,,,,,,"On Every Staturday, Retail Sales team shall make a draft intent.
Route Planing shall be made (First draft)
Consider following :-
Minimum Display Qty. (MDQ).
SOH (exported from HC portal)
Last 7 days sale ((exported from HC portal)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmk~A.lZ6d,,,
567,Block,Standard,2,561,,,,,,,Each Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm80qIKr64,,,
568,Block,Standard,2,561,,,,,,,Every Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmB9W-aYJQ,,,
569,Block,Standard,2,561,,,,,,,By Monday or last by Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmhz8QZr07,,,
570,Terminator,Flowchart Shapes/Containers,2,561,,,,,,,Prepare Draft Sale order in ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmFf4Us1-m,,,
571,Decision,Flowchart Shapes/Containers,2,561,,,,,,,Is PO Same as SO already made in ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm-cgMA_nW,,,
572,Process,Flowchart Shapes/Containers,2,561,,,,,,,Enter the PO number in Draft SO by editing SO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmJg287oB6,,,
573,Process,Flowchart Shapes/Containers,2,561,,,,,,,RCA and will ask them to resolve the issue and provide similar PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm3bd56._S,,,
574,Process,Flowchart Shapes/Containers,2,561,,,,,,,Authorise SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmTTgZcqKU,,,
575,User Image,User Images,2,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmgT543bGr,,,
576,User Image,User Images,2,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmsS~7pcCs,,,
577,Sticky note,Sticky Notes,2,561,,,,,,,"This is will Contain One PO number for each region.
For eg - PO -99934 is of west. It will contain PO for all store which are in west location.
We should make PO location wise.
So, there may be many SO's against single purchase order.
Example shown below.
First Screenshort is first page of the PO
Second screenshot showing gap between two tables which is separating a Items/qty of of one location to another. However, the PO number would be same for all location which is in first image.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmD_83T2IP,,,
578,Sticky note,Sticky Notes,2,561,,,,,,,"Open Sale Order (fixed Qty)
Click authorise
Search SO
Tick the SO that need to be authorise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWms44cy2N5,,,
579,Process,Flowchart Shapes/Containers,2,561,,,,,,,Enter details in PAN India Outward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmrTZZTCu_,,,
580,User Image,User Images,2,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmefmFTtsl,,,
581,Rectangle container,Flowchart Shapes/Containers,2,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmJhD.ZlST,,,
582,Rectangle container,Flowchart Shapes/Containers,2,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmh1E-CL1J,,,
583,Sticky note,Sticky Notes,2,561,,,,,,,"PO Number
PO Qty
PO Date
PO Expiry date",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmnJ75MiQP,,,
584,Process,Flowchart Shapes/Containers,2,561,,,,,,,Enter details in PAN India Outward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmm31~zYa6,,,
585,Sticky note,Sticky Notes,2,561,,,,,,,"Run ""Sale order (fixed Qty)"" in ERP
Click ""New""
Voucher Name ""HomeCenter""
Enter Customer Name
Customer Name is store-wise in ERP
Use Store code mention
Can refer location detail for ERP name of this store customer name.
Go to Item Info
Enter Item Name (CTRL+F) to find
Can search item through Part No. column that contain EAN code.
Enter Qty
Apply discount%
Go to Stat Info
In case of Tax - Select NG tax Template_1
In case of Tax - Select Gross Total
Click Save.
Note :- We have made this SO without receiving the PO from customer.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmVrVkHbHs,,,
586,Sticky note,Sticky Notes,2,561,,,,,,,"Enter Sales channel
Plant/Nonplant
order type - Sale order
PO qty
SO Date
SO number
SO Qty
Delivery destination
Appointment date
Appointment time if any. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmIUr0aR7k,,,
587,SparkFrameBlock,Lucidspark Shapes,2,,,,,,,,Reliance O2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmvJoHwNl3,,,
588,Process,Flowchart Shapes/Containers,2,587,,,,,,,Reliance Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmL3MrrI_P,,,
589,Process,Flowchart Shapes/Containers,2,587,,,,,,,Prepare Expected PO/SO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm2ZvkWwMS,,,
590,Process,Flowchart Shapes/Containers,2,587,,,,,,,Send mail seeking an Purchase Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmpGqyTRkP,,,
591,Process,Flowchart Shapes/Containers,2,587,,,,,,,Receive Actual PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmXc2jHC_d,,,
592,Sticky note,Sticky Notes,2,587,,,,,,,"On Every Staturday, Retail Sales team shall make a draft intent.
Route Planing shall be made (First draft)
Consider following :-
Minimum Display Qty. (MDQ).
SOH (exported from HC portal)
Last 7 days sale ((exported from HC portal)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmHxFshIDd,,,
593,Block,Standard,2,587,,,,,,,Each Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmu_4mAarJ,,,
594,Block,Standard,2,587,,,,,,,Every Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmY_pcY1Ee,,,
595,Block,Standard,2,587,,,,,,,By Monday or last by Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmZuWYn8IY,,,
596,Terminator,Flowchart Shapes/Containers,2,587,,,,,,,Prepare Draft Sale order in ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmO9Vbxka5,,,
597,Decision,Flowchart Shapes/Containers,2,587,,,,,,,Is PO Same as SO already made in ERP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmi~cccz1w,,,
598,Process,Flowchart Shapes/Containers,2,587,,,,,,,Enter the PO number in Draft SO by editing SO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmG~oo2RSb,,,
599,Process,Flowchart Shapes/Containers,2,587,,,,,,,RCA and will ask them to resolve the issue and provide similar PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmT1--3PNI,,,
600,Process,Flowchart Shapes/Containers,2,587,,,,,,,Authorise SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmAGKEwHU9,,,
601,User Image,User Images,2,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm6kkVT4B7,,,
602,User Image,User Images,2,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmoVyp3.rv,,,
603,Sticky note,Sticky Notes,2,587,,,,,,,"This is will Contain One PO number for each region.
For eg - PO -99934 is of west. It will contain PO for all store which are in west location.
We should make PO location wise.
So, there may be many SO's against single purchase order.
Example shown below.
First Screenshort is first page of the PO
Second screenshot showing gap between two tables which is separating a Items/qty of of one location to another. However, the PO number would be same for all location which is in first image.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmGYFTFdo4,,,
604,Sticky note,Sticky Notes,2,587,,,,,,,"Open Sale Order (fixed Qty)
Click authorise
Search SO
Tick the SO that need to be authorise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmeCzWVscD,,,
605,Process,Flowchart Shapes/Containers,2,587,,,,,,,Enter details in PAN India Outward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmxTJxDJAG,,,
606,User Image,User Images,2,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmBAgpqsGj,,,
607,Rectangle container,Flowchart Shapes/Containers,2,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWm9T5C4sWf,,,
608,Rectangle container,Flowchart Shapes/Containers,2,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmqbHWIdj5,,,
609,Sticky note,Sticky Notes,2,587,,,,,,,"PO Number
PO Qty
PO Date
PO Expiry date",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmjDn2Z7M4,,,
610,Process,Flowchart Shapes/Containers,2,587,,,,,,,Enter details in PAN India Outward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmcEGV8HWC,,,
611,Sticky note,Sticky Notes,2,587,,,,,,,"Run ""Sale order (fixed Qty)"" in ERP
Click ""New""
Voucher Name ""HomeCenter""
Enter Customer Name
Customer Name is store-wise in ERP
Use Store code mention
Can refer location detail for ERP name of this store customer name.
Go to Item Info
Enter Item Name (CTRL+F) to find
Can search item through Part No. column that contain EAN code.
Enter Qty
Apply discount%
Go to Stat Info
In case of Tax - Select NG tax Template_1
In case of Tax - Select Gross Total
Click Save.
Note :- We have made this SO without receiving the PO from customer.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmTkmbniM3,,,
612,Sticky note,Sticky Notes,2,587,,,,,,,"Enter Sales channel
Plant/Nonplant
order type - Sale order
PO qty
SO Date
SO number
SO Qty
Delivery destination
Appointment date
Appointment time if any. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmPdXb0oN_,,,
613,Block,Standard,2,587,,,,,,,Within +1 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmcT0hNWLG,,,
614,User Image,User Images,2,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmUYOcNc~8,,,
615,User Image,User Images,2,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RXWmIXiA3ETg,,,
